CountOfRecords,MAIN_CONDITION,MAIN_OPERATION,MAIN_OPERATION_B,OTHER_OPERATION_1,OTHER_OPERATION_1B,OTHER_OPERATION_2,OTHER_OPERATION_2B,OTHER_OPERATION_3,OTHER_OPERATION_3B
7,A415,U548,,,,,,,
6,A415,X298,,,,,,,
40,A415,X558,Y903,,,,,,
16,A415,M472,,,,,,,
6,A415,X299,,X352,,,,,
47,A415,X292,,,,,,,
7,A415,U082,,,,,,,
14,A415,M479,,,,,,,
2009,A415,,,,,,,,
15,A415,X352,,,,,,,
9,A415 D,,,,,,,,
275,A418,,,,,,,,
6,A418,X292,,,,,,,
7,A418 D,,,,,,,,
6,A419,L913,Y037,,,,,,
9,A419,X299,,X352,,,,,
27,A419,X332,,,,,,,
9,A419,X292,,X292,,,,,
10,A419,X358,,,,,,,
8,A419,T439,,,,,,,
6,A419,X292,,M479,,,,,
6,A419,J381,J439,,,,,,
20,A419,X299,,,,,,,
37,A419,X339,,,,,,,
14,A419,E423,,,,,,,
28,A419,M472,,,,,,,
9,A419,E852,,,,,,,
34,A419,X352,,,,,,,
36,A419,X352,,X299,,,,,
77,A419,M479,,,,,,,
7,A419,W365,,,,,,,
7,A419,X093,Z943,,,,,,
9,A419,T462,,,,,,,
8,A419,U202,,,,,,,
267,A419,X292,,,,,,,
68,A419,A559,,,,,,,
7,A419,X352,,X299,,X558,Y903,,
11,A419,T309,,,,,,,
85,A419,X558,Y903,,,,,,
7,A419,U051,,,,,,,
12,A419,L914,,,,,,,
6,A419,U081,,,,,,,
6,A419,U073,,X292,,,,,
12097,A419,,,,,,,,
9,A419,X729,,,,,,,
9,A419,J439,,,,,,,
13,A419,M473,,,,,,,
6,A419,X333,,,,,,,
8,A419,X298,,X299,,,,,
11,A419,X352,,X349,,,,,
6,A419,U199,,,,,,,
11,A419,X401,,,,,,,
42,A419,L912,,,,,,,
51,A419,U548,,,,,,,
7,A419,U199,,X292,,,,,
7,A419,X558,Y903,X558,Y903,,,,
6,A419,X093,Z942,,,,,,
10,A419,M471,,,,,,,
6,A419,X299,,X558,Y903,,,,
23,A419,X298,,,,,,,
26,A419,G459,,,,,,,
7,A419,T122,,,,,,,
65,A419 D,,,,,,,,
6,A421,,,,,,,,
12,A429,,,,,,,,
9,A46X,X352,,,,,,,
9,A46X,X292,,,,,,,
250,A46X,,,,,,,,
17,A46X D,,,,,,,,
10,A480,,,,,,,,
88,A481,,,,,,,,
56,A481 D,,,,,,,,
61,A483,,,,,,,,
7,A490,X292,,,,,,,
12,A490,U202,,,,,,,
484,A490,,,,,,,,
19,A4902,,,,,,,,
9,A491,X292,,,,,,,
241,A491,,,,,,,,
60,A492,,,,,,,,
28,A493,,,,,,,,
14,A498,X292,,,,,,,
528,A498,,,,,,,,
191,A499,,,,,,,,
16,A521 D,X298,,,,,,,
13,A521 D,,,,,,,,
7,A548 D,,,,,,,,
35,A561 D,,,,,,,,
10,A562,,,,,,,,
8,A600,,,,,,,,
79,A600 D,,,,,,,,
9,A630,H483,,H444,,,,,
153,A630,H483,,,,,,,
56,A630,P063,,,,,,,
10,A630,N303,,,,,,,
8,A630,N321,,,,,,,
40,A630,P054,,,,,,,
32,A630,H491,,,,,,,
6,A630,M761,,,,,,,
6,A630,H489,,,,,,,
8,A630,H483,,H289,,,,,
7,A630,P054,,P063,,,,,
17,A630,N271,,,,,,,
19,A630,,,,,,,,
7,A630,P203,,,,,,,
35,A692,X292,,,,,,,
80,A692,,,,,,,,
13,A692,X352,,,,,,,
8,A70X,,,,,,,,
19,A740 D,,,,,,,,
18,A749,,,,,,,,
45,A810,,,,,,,,
18,A812,,,,,,,,
9,A858,,,,,,,,
228,A86X,,,,,,,,
7,A86X,X558,Y903,,,,,,
6,A86X,X299,,,,,,,
23,A86X,X292,,,,,,,
50,A86X,A559,,,,,,,
58,A870 D,A559,,,,,,,
82,A870 D,,,,,,,,
20,A872 D,,,,,,,,
15,A872 D,A559,,,,,,,
14,A878,,,,,,,,
6,A878,A559,,,,,,,
8,A879,X558,Y903,,,,,,
6,A879,A558,,X558,Y903,,,,
6,A879,A559,,X352,,,,,
9,A879,X558,Y903,A559,,,,,
7,A879,A559,,X292,,,,,
280,A879,A559,,,,,,,
7,A879,A558,,,,,,,
6,A879,U051,,,,,,,
17,A879,A559,,X558,Y903,,,,
519,A879,,,,,,,,
7,A879,X292,,,,,,,
6,A879,U051,,A559,,,,,
26,A90X,,,,,,,,
179,B000,,,,,,,,
35,B001,,,,,,,,
308,B002,,,,,,,,
9,B003 D,A559,,,,,,,
23,B003 D,,,,,,,,
122,B004 D,,,,,,,,
7,B004 D,X558,Y903,,,,,,
27,B004 D,A559,,,,,,,
92,B005 D,,,,,,,,
7,B007,,,,,,,,
17,B008,,,,,,,,
11,B008 D,,,,,,,,
196,B009,,,,,,,,
14,B010 D,,,,,,,,
6,B011 D,A559,,,,,,,
13,B011 D,,,,,,,,
55,B012 D,,,,,,,,
75,B018,,,,,,,,
18,B019,X292,,,,,,,
998,B019,,,,,,,,
6,B019,X298,,,,,,,
6,B019,X352,,,,,,,
22,B020 D,,,,,,,,
6,B022 D,S533,Y331,,,,,,
10,B022 D,X292,,,,,,,
219,B022 D,,,,,,,,
14,B022 D,A818,Y821,,,,,,
8,B022 D,X558,Y903,,,,,,
9,B023,,,,,,,,
313,B023 D,,,,,,,,
17,B027,,,,,,,,
32,B028,,,,,,,,
804,B029,,,,,,,,
19,B029,X292,,,,,,,
6,B029,X558,Y903,,,,,,
21,B059,,,,,,,,
48,B07X,H483,,,,,,,
8,B07X,S069,Z506,,,,,,
16,B07X,E082,Z943,,,,,,
53,B07X,S092,Z505,,,,,,
10,B07X,S065,Z481,,,,,,
23,B07X,S069,Z503,,,,,,
26,B07X,S069,Z505,,,,,,
14,B07X,E082,Z942,,,,,,
6,B07X,H444,,H483,,,,,
7,B07X,P063,,,,,,,
20,B07X,F021,,,,,,,
7,B07X,E091,,,,,,,
6,B07X,E091,Z942,,,,,,
6,B07X,D021,Z943,,,,,,
7,B07X,N271,,,,,,,
9,B07X,S065,Z482,,,,,,
12,B07X,,,,,,,,
30,B07X,S092,Z503,,,,,,
17,B07X,S092,Z502,,,,,,
7,B07X,S069,Z502,,,,,,
10,B07X,S069,Z504,,,,,,
12,B07X,S065,Z473,,,,,,
19,B081,,,,,,,,
10,B081 D,C121,Z943,,,,,,
11,B081 D,C121,Z942,,,,,,
9,B082,,,,,,,,
17,B083,,,,,,,,
175,B084,,,,,,,,
18,B088,,,,,,,,
122,B09X,,,,,,,,
45,B159,,,,,,,,
116,B169,,,,,,,,
10,B169,X558,Y903,,,,,,
32,B171,J141,,,,,,,
12,B171,J132,,,,,,,
65,B171,,,,,,,,
44,B172,,,,,,,,
14,B178,,,,,,,,
84,B179,,,,,,,,
14,B181,J132,Y532,,,,,,
11,B181,X298,,,,,,,
19,B181,,,,,,,,
6,B181,X292,,,,,,,
49,B182,J141,,,,,,,
8,B182,X308,,,,,,,
106,B182,J132,Y532,,,,,,
15,B182,J132,,,,,,,
6,B182,X558,Y903,,,,,,
8,B182,X384,,,,,,,
106,B182,,,,,,,,
57,B199,,,,,,,,
28,B200,,,,,,,,
8,B201,,,,,,,,
22,B202,,,,,,,,
10,B202,X358,,,,,,,
13,B203,,,,,,,,
13,B204,,,,,,,,
106,B206,,,,,,,,
11,B207,X348,,,,,,,
7,B208,X299,,,,,,,
23,B208,,,,,,,,
10,B209,,,,,,,,
24,B210,,,,,,,,
25,B210,X352,,,,,,,
14,B211,,,,,,,,
18,B212,,,,,,,,
9,B218,,,,,,,,
10,B220,,,,,,,,
17,B220 D,,,,,,,,
12,B222,,,,,,,,
21,B227,,,,,,,,
19,B230,,,,,,,,
9,B232,X302,,,,,,,
31,B238,,,,,,,,
7,B24X,X391,,,,,,,
261,B24X,,,,,,,,
23,B251 D,,,,,,,,
7,B258,X292,,,,,,,
25,B259,U328,,,,,,,
97,B259,,,,,,,,
27,B260 D,,,,,,,,
8,B263 D,,,,,,,,
65,B269,,,,,,,,
262,B270,,,,,,,,
6,B278,,,,,,,,
6,B279,X298,,,,,,,
9,B279,X299,,,,,,,
6,B279,X558,Y903,,,,,,
898,B279,,,,,,,,
53,B279,X292,,,,,,,
8,B301 D,,,,,,,,
22,B309 D,,,,,,,,
14,B330,,,,,,,,
13,B332 D,,,,,,,,
42,B338,,,,,,,,
73,B340,,,,,,,,
9,B341,A559,,,,,,,
77,B341,,,,,,,,
50,B342,,,,,,,,
24,B343,,,,,,,,
7,B348,E893,,,,,,,
462,B348,,,,,,,,
12,B348,A559,,,,,,,
18,B349,U199,,,,,,,
7,B349,A559,,X292,,,,,
14,B349,X558,Y903,A559,,,,,
13,B349,U073,,U199,,,,,
21,B349,U199,,U073,,,,,
13,B349,X298,,,,,,,
17,B349,U051,,,,,,,
7,B349,X292,,A559,,,,,
7,B349,U082,,,,,,,
18516,B349,,,,,,,,
20,B349,X352,,,,,,,
6,B349,G459,,,,,,,
38,B349,E893,,,,,,,
9,B349,A558,,,,,,,
6,B349,X332,,,,,,,
119,B349,X292,,,,,,,
17,B349,A559,,X558,Y903,,,,
74,B349,X558,Y903,,,,,,
6,B349,U073,,X292,,,,,
360,B349,A559,,,,,,,
6,B349,U073,,,,,,,
10,B349,X349,,,,,,,
46,B349,X299,,,,,,,
7,B349,U199,,U073,,X292,,,
6,B349,K668,,,,,,,
6,B349,U114,,,,,,,
14,B349 D,,,,,,,,
44,B353,,,,,,,,
8,B356,,,,,,,,
8,B369,,,,,,,,
6,B370,F241,,,,,,,
389,B370,,,,,,,,
14,B370,G459,,,,,,,
18,B371 D,,,,,,,,
15,B372,,,,,,,,
85,B373 D,,,,,,,,
8,B374 D,N303,,,,,,,
13,B377,,,,,,,,
28,B378,G451,Z271,,,,,,
23,B378,G451,Z278,,,,,,
114,B378,,,,,,,,
12,B378,G451,,,,,,,
18,B378,G451,Z272,,,,,,
54,B378,G459,,,,,,,
18,B379,G459,,,,,,,
71,B379,,,,,,,,
12,B440 D,,,,,,,,
7,B441,,,,,,,,
7,B441 D,E492,Z245,,,,,,
28,B441 D,X292,,,,,,,
87,B441 D,,,,,,,,
6,B447,,,,,,,,
42,B449,X385,,,,,,,
45,B449,,,,,,,,
27,B449 D,,,,,,,,
16,B451 D,,,,,,,,
8,B49X,,,,,,,,
139,B509,,,,,,,,
48,B519,,,,,,,,
13,B530,,,,,,,,
49,B54X,,,,,,,,
10,B551,X298,,,,,,,
6,B551,,,,,,,,
9,B589,,,,,,,,
6,B59X,,,,,,,,
97,B59X D,,,,,,,,
6,B59X D,E492,,,,,,,
8,B601 D,,,,,,,,
7,B650,M451,,,,,,,
20,B80X,,,,,,,,
10,B850,,,,,,,,
99,B86X,,,,,,,,
89,B99X,,,,,,,,
14,B99X D,,,,,,,,
9,C000,F021,,,,,,,
32,C001,F021,,,,,,,
6,C001,,,,,,,,
6,C002 D,,,,,,,,
6,C009,,,,,,,,
27,C009,F021,,,,,,,
28,C01X,G445,,,,,,,
28,C01X,G342,Y531,,,,,,
19,C01X,X628,,,,,,,
237,C01X,X729,,,,,,,
6,C01X,G448,,G341,,,,,
6,C01X,X352,,X558,Y902,,,,
6,C01X,E361,,,,,,,
6,C01X,X369,,,,,,,
21,C01X,X352,,,,,,,
49,C01X,X724,,,,,,,
216,C01X,,,,,,,,
27,C01X,X292,,,,,,,
8,C01X,X659,,,,,,,
14,C01X,X729,,X659,,,,,
6,C01X,F104,Z941,,,,,,
22,C01X,X628,,X369,,,,,
7,C01X,X369,,X628,,,,,
9,C01X,F241,Z943,,,,,,
6,C01X,F241,Z942,,,,,,
15,C01X,F241,,,,,,,
13,C021,F231,,,,,,,
15,C021,X729,,,,,,,
13,C021,F231,Z943,,,,,,
74,C021,,,,,,,,
20,C022,,,,,,,,
14,C023,,,,,,,,
53,C024,,,,,,,,
28,C024,X729,,,,,,,
7,C024,X352,,,,,,,
12,C024,X724,,,,,,,
15,C028,,,,,,,,
83,C029,X352,,,,,,,
19,C029,F231,Z942,,,,,,
33,C029,F231,,,,,,,
8,C029,T851,Z943,,,,,,
20,C029,F241,,,,,,,
282,C029,,,,,,,,
20,C029,X724,,,,,,,
6,C029,F222,Z943,,,,,,
12,C029,F231,Z943,,,,,,
46,C029,X729,,,,,,,
15,C029,X558,Y902,,,,,,
6,C029,F222,Z942,,,,,,
8,C029,X292,,,,,,,
12,C030,,,,,,,,
37,C031,,,,,,,,
12,C039,,,,,,,,
8,C039,X352,,,,,,,
29,C040,,,,,,,,
6,C040,X729,,,,,,,
8,C040,F381,,,,,,,
140,C049,,,,,,,,
8,C049,F421,,,,,,,
29,C049,F381,,,,,,,
8,C049,X558,Y902,,,,,,
7,C049,X352,,,,,,,
12,C049,X729,,,,,,,
10,C050,,,,,,,,
16,C051,X729,,,,,,,
12,C051,F281,,,,,,,
8,C051,X724,,,,,,,
54,C051,,,,,,,,
18,C051,F321,,,,,,,
6,C059,F281,,,,,,,
23,C059,,,,,,,,
11,C060,X558,Y902,,,,,,
65,C060,,,,,,,,
34,C062,X729,,,,,,,
75,C062,,,,,,,,
58,C069,,,,,,,,
9,C069,X558,Y902,,,,,,
25,C07X,F442,Z943,,,,,,
39,C07X,X729,,,,,,,
28,C07X,F442,Z942,,,,,,
10,C07X,X659,,,,,,,
7,C07X,F481,Z261,,,,,,
12,C07X,F442,,,,,,,
120,C07X,,,,,,,,
7,C07X,F451,Z943,,,,,,
6,C07X,F443,Z943,,,,,,
20,C07X,F441,Z943,,,,,,
10,C07X,F443,Z942,,,,,,
10,C07X,F451,Z942,,,,,,
11,C07X,F441,Z942,,,,,,
14,C07X,X558,Y902,,,,,,
6,C080,F444,Z943,,,,,,
7,C080,,,,,,,,
10,C080,X729,,,,,,,
6,C080,F444,Z942,,,,,,
8,C089,,,,,,,,
6,C089,F444,Z943,,,,,,
9,C089,F442,Z942,,,,,,
6,C089,F442,Z943,,,,,,
23,C090,,,,,,,,
44,C099,G445,,,,,,,
16,C099,X729,,X659,,,,,
16,C099,X659,,,,,,,
12,C099,G448,,G342,,,,,
15,C099,T851,Z942,,,,,,
10,C099,F362,,,,,,,
11,C099,X558,Y902,,,,,,
6,C099,F104,Z941,,,,,,
191,C099,,,,,,,,
20,C099,X352,,,,,,,
8,C099,F362,Z943,,,,,,
34,C099,G342,Y531,,,,,,
36,C099,X292,,,,,,,
15,C099,F362,Z942,,,,,,
55,C099,X724,,,,,,,
258,C099,X729,,,,,,,
11,C099,T851,Z943,,,,,,
6,C100,,,,,,,,
7,C102,,,,,,,,
9,C104,,,,,,,,
6,C109,X729,,X659,,,,,
6,C109,F101,,,,,,,
7,C109,X339,,,,,,,
8,C109,X724,,,,,,,
118,C109,X729,,,,,,,
6,C109,X659,,,,,,,
10,C109,G342,Y531,,,,,,
21,C109,G445,,,,,,,
6,C109,X628,,,,,,,
9,C109,X352,,X558,Y902,,,,
23,C109,X352,,,,,,,
7,C109,X292,,,,,,,
156,C109,,,,,,,,
35,C111,,,,,,,,
8,C119,X292,,,,,,,
6,C119,G342,Y531,,,,,,
116,C119,X729,,,,,,,
13,C119,E251,,,,,,,
16,C119,G445,,,,,,,
10,C119,X724,,,,,,,
125,C119,,,,,,,,
35,C119,X352,,,,,,,
57,C12X,X729,,,,,,,
7,C12X,X352,,,,,,,
8,C12X,X558,Y902,,,,,,
105,C12X,,,,,,,,
7,C12X,E361,,,,,,,
6,C12X,G445,,,,,,,
8,C12X,G342,Y531,,,,,,
11,C12X,X724,,,,,,,
9,C130,X729,,,,,,,
19,C130,,,,,,,,
6,C131,X729,,,,,,,
100,C139,,,,,,,,
6,C139,X724,,,,,,,
8,C139,X659,,,,,,,
26,C139,X729,,,,,,,
14,C139,X352,,,,,,,
112,C140,,,,,,,,
6,C140,E252,,E369,,,,,
41,C140,X729,,,,,,,
6,C140,G342,Y531,,,,,,
14,C140,X352,,,,,,,
6,C140,E361,,,,,,,
7,C140,G445,,,,,,,
7,C140,E252,,,,,,,
11,C151,,,,,,,,
11,C153,G459,,,,,,,
107,C153,,,,,,,,
21,C153,G451,Z271,,,,,,
20,C153,X724,,,,,,,
17,C153,X729,,,,,,,
22,C153,G441,Z271,,,,,,
23,C154,X352,,,,,,,
6,C154,G451,Z278,,,,,,
243,C154,,,,,,,,
14,C154,G443,Z271,,,,,,
85,C154,X729,,,,,,,
12,C154,G451,,,,,,,
6,C154,G441,Z271,G443,Z271,,,,
12,C154,X724,,,,,,,
15,C154,G459,,,,,,,
9,C154,X558,Y903,,,,,,
53,C154,G451,Z271,,,,,,
41,C154,G441,Z271,,,,,,
42,C154,L913,,,,,,,
6,C154,G443,,,,,,,
129,C155,X352,,,,,,,
12,C155,L913,,,,,,,
7,C155,L912,,,,,,,
17,C155,X724,,L913,,,,,
12,C155,G161,,,,,,,
1114,C155,,,,,,,,
6,C155,G184,,,,,,,
69,C155,G459,,,,,,,
24,C155,G451,Z278,,,,,,
30,C155,G011,,G601,,,,,
77,C155,X724,,,,,,,
8,C155,X352,,L913,,,,,
16,C155,X339,,,,,,,
10,C155,X729,,L913,,,,,
20,C155,X332,,,,,,,
10,C155,G459,,T439,,,,,
31,C155,G011,,,,,,,
15,C155,X299,,,,,,,
34,C155,X558,Y904,,,,,,
6,C155,G441,Z275,,,,,,
12,C155,G451,Z272,,,,,,
6,C155,G112,Y531,X558,Y904,,,,
186,C155,G441,Z271,,,,,,
19,C155,X558,Y903,,,,,,
190,C155,G451,Z271,,,,,,
21,C155,G154,,,,,,,
7,C155,X659,,,,,,,
14,C155,G443,,,,,,,
7,C155,L913,Y037,,,,,,
6,C155,G011,,T878,,,,,
9,C155,G011,,G601,,T878,,,
8,C155,G039,Y711,,,,,,
7,C155,T124,Z942,,,,,,
6,C155,G441,Z271,G443,Z271,,,,
6,C155,X558,Y902,,,,,,
10,C155,T439,,,,,,,
387,C155,X729,,,,,,,
26,C155,G441,,,,,,,
20,C155,G443,Z271,,,,,,
6,C155,X384,,,,,,,
7,C155,M479,,,,,,,
29,C155,G451,,,,,,,
10,C155,E851,,,,,,,
6,C155 D,X339,,,,,,,
20,C155 D,X332,,,,,,,
25,C155 D,,,,,,,,
24,C158,,,,,,,,
11,C158,G451,Z271,,,,,,
9,C159,G443,Z271,G451,Z271,,,,
20,C159,G458,,,,,,,
15,C159,X558,Y902,X352,,,,,
17,C159,G183,,,,,,,
6,C159,G458,,G154,,,,,
13,C159,X729,,L913,,,,,
42,C159,X558,Y903,,,,,,
849,C159,X729,,,,,,,
7,C159,G433,Z271,,,,,,
7,C159,J439,,,,,,,
16,C159,X352,,L913,,,,,
7,C159,L913,Y037,,,,,,
366,C159,G451,Z271,,,,,,
6,C159,G154,Y534,,,,,,
68,C159,X339,,,,,,,
8,C159,G157,,,,,,,
18,C159,G169,,,,,,,
42,C159,G451,Z278,,,,,,
98,C159,X558,Y902,,,,,,
23,C159,G152,,,,,,,
7,C159,G432,Z271,,,,,,
9,C159,L911,,,,,,,
6,C159,G441,Z275,,,,,,
7,C159,X558,Y904,,,,,,
19,C159,G191,,,,,,,
7,C159,G215,Y531,,,,,,
6,C159,G458,,G441,,,,,
13,C159,G443,,G154,,,,,
11,C159,L912,,,,,,,
105,C159,G153,,,,,,,
11,C159,X729,,X739,,,,,
7,C159,U071,,,,,,,
11,C159,G039,Y703,,,,,,
76,C159,L913,,,,,,,
7,C159,G039,Y498,,,,,,
20,C159,G451,Z272,,,,,,
207,C159,G459,,,,,,,
4031,C159,,,,,,,,
6,C159,L918,,,,,,,
6,C159,X369,,,,,,,
7,C159,L914,,,,,,,
8,C159,G441,Z271,G443,Z271,,,,
22,C159,X721,,,,,,,
121,C159,G441,,,,,,,
60,C159,G443,,,,,,,
8,C159,X352,,X339,,,,,
125,C159,G154,,,,,,,
38,C159,X292,,,,,,,
10,C159,G038,,,,,,,
17,C159,G156,,,,,,,
48,C159,X332,,,,,,,
19,C159,G161,,,,,,,
17,C159,G011,,G601,,,,,
15,C159,G448,,,,,,,
6,C159,G443,,G441,,,,,
29,C159,G011,,,,,,,
34,C159,X352,,X558,Y902,,,,
8,C159,G601,,,,,,,
51,C159,G443,Z271,,,,,,
41,C159,G184,,,,,,,
923,C159,X352,,,,,,,
8,C159,T439,,,,,,,
34,C159,G039,,,,,,,
8,C159,G184,,G459,,,,,
6,C159,G445,,,,,,,
20,C159,X659,,,,,,,
191,C159,G441,Z271,,,,,,
13,C159,G142,,,,,,,
19,C159,G039,Y711,,,,,,
6,C159,G011,,X558,Y904,,,,
23,C159,G215,,,,,,,
9,C159,T439,,G459,,,,,
6,C159,G459,Z271,,,,,,
406,C159,X724,,,,,,,
134,C159,G451,,,,,,,
12,C159,X352,,X558,Y903,,,,
9,C159,G154,,G459,,,,,
8,C159,E851,,,,,,,
13,C159,X299,,,,,,,
59,C159 D,X332,,,,,,,
44,C159 D,X339,,,,,,,
101,C159 D,,,,,,,,
10,C160,X558,Y904,,,,,,
10,C160,G011,,,,,,,
11,C160,X292,,,,,,,
8,C160,T438,Y218,G459,,,,,
15,C160,X729,,X739,,,,,
8,C160,G441,,,,,,,
9,C160,X339,,,,,,,
87,C160,X352,,,,,,,
22,C160,X332,,,,,,,
210,C160,X729,,,,,,,
45,C160,G451,Z271,,,,,,
34,C160,G451,,,,,,,
72,C160,X724,,,,,,,
61,C160,G451,Z278,,,,,,
34,C160,G459,,,,,,,
525,C160,,,,,,,,
12,C160,X558,Y903,,,,,,
27,C160,G451,Z272,,,,,,
7,C160,T439,,,,,,,
36,C160,G441,Z271,,,,,,
24,C160 D,,,,,,,,
23,C160 D,X332,,,,,,,
8,C160 D,X339,,,,,,,
13,C161,G451,Z272,,,,,,
10,C161,X729,,,,,,,
49,C161,,,,,,,,
15,C162,G451,Z272,,,,,,
11,C162,X729,,,,,,,
41,C162,,,,,,,,
13,C162 D,X332,,,,,,,
9,C163,X558,Y903,,,,,,
13,C163,X729,,,,,,,
6,C163,G282,,,,,,,
7,C163,X352,,,,,,,
7,C163,G283,,,,,,,
19,C163,G451,,,,,,,
187,C163,,,,,,,,
37,C163,G451,Z272,,,,,,
13,C163 D,,,,,,,,
96,C164,,,,,,,,
10,C164,G451,Z273,,,,,,
8,C164,X729,,,,,,,
7,C164 D,,,,,,,,
9,C164 D,X332,,,,,,,
16,C165,G451,Z272,,,,,,
6,C165,G451,,,,,,,
16,C165,X729,,,,,,,
62,C165,,,,,,,,
6,C166,G451,Z272,,,,,,
24,C166,,,,,,,,
19,C166,X729,,,,,,,
30,C168,,,,,,,,
93,C169,G459,,,,,,,
10,C169,T439,,G459,,,,,
8,C169,T431,,,,,,,
1029,C169,X352,,,,,,,
38,C169,X332,,,,,,,
61,C169,G289,,,,,,,
9,C169,G448,,,,,,,
13,C169,T309,,,,,,,
8,C169,X299,,,,,,,
15,C169,G288,,,,,,,
22,C169,X292,,,,,,,
11,C169,G459,,T439,,,,,
6,C169,T438,,G459,,,,,
83,C169,X339,,,,,,,
224,C169,G451,Z272,,,,,,
14,C169,G458,,,,,,,
55,C169,L913,,,,,,,
142,C169,G451,,,,,,,
8,C169,T462,,,,,,,
7,C169,X352,,L913,,,,,
7,C169,L913,Y037,,,,,,
41,C169,X558,Y903,,,,,,
24,C169,G451,Z278,,,,,,
9,C169,X721,,,,,,,
6,C169,X558,Y904,,,,,,
12,C169,G283,,,,,,,
188,C169,X724,,,,,,,
6,C169,T439,,G458,,,,,
17,C169,L911,,,,,,,
7,C169,G436,Z272,,,,,,
10,C169,G012,,,,,,,
17,C169,G331,,,,,,,
12,C169,L912,,,,,,,
6,C169,G433,Z272,,,,,,
443,C169,X729,,,,,,,
7,C169,G451,Z271,,,,,,
6,C169,T461,,,,,,,
2430,C169,,,,,,,,
8,C169,G281,,,,,,,
8,C169,X352,,X299,,,,,
13,C169,G432,Z272,,,,,,
30,C169,G279,,,,,,,
17,C169,T439,,,,,,,
9,C169,X558,Y902,,,,,,
8,C169,X659,,,,,,,
10,C169,G275,,,,,,,
15,C169,T438,,,,,,,
7,C169,X729,,X739,,,,,
55,C169 D,X332,,,,,,,
6,C169 D,G451,Z272,,,,,,
109,C169 D,,,,,,,,
42,C169 D,X339,,,,,,,
9,C170,G331,,,,,,,
8,C170,G451,Z278,,,,,,
14,C170,G451,Z274,,,,,,
208,C170,,,,,,,,
9,C170,G459,,,,,,,
33,C170,X729,,,,,,,
22,C170,X724,,,,,,,
44,C170,X352,,,,,,,
13,C170 D,,,,,,,,
8,C171,X724,,,,,,,
16,C171,X729,,,,,,,
37,C171,,,,,,,,
9,C172,X352,,X299,,,,,
13,C172,G693,,,,,,,
8,C172,X724,,,,,,,
15,C172,X729,,,,,,,
9,C172,X352,,,,,,,
165,C172,,,,,,,,
8,C178,,,,,,,,
11,C179,G699,,,,,,,
35,C179,X724,,,,,,,
51,C179,X729,,,,,,,
53,C179,X352,,,,,,,
144,C179,,,,,,,,
23,C180,X558,Y903,,,,,,
11,C180,X724,,X292,,,,,
6,C180,H221,Z288,,,,,,
8,C180,M479,,,,,,,
9,C180,T462,,,,,,,
33,C180,X729,,L913,Y031,,,,
12,C180,H073,,T463,,,,,
2539,C180,,,,,,,,
20,C180,X339,,,,,,,
28,C180,X729,,X739,,,,,
63,C180,H073,Y752,,,,,,
605,C180,X729,,,,,,,
28,C180,X332,,,,,,,
6,C180,H071,Z284,T463,,,,,
41,C180,X298,,,,,,,
7,C180,H259,,,,,,,
6,C180,X729,,L913,,,,,
6,C180,H079,Z942,,,,,,
9,C180,H071,,T463,,,,,
6,C180,H072,,T413,,T463,,,
10,C180,H074,,,,,,,
46,C180,X299,,,,,,,
7,C180,H119,,,,,,,
6,C180,G715,,,,,,,
81,C180,H071,,,,,,,
7,C180,H221,Z298,,,,,,
50,C180,H079,Y752,,,,,,
6,C180,G459,,,,,,,
62,C180,H221,Z282,,,,,,
15,C180,L912,,,,,,,
40,C180,X292,,,,,,,
8,C180,H063,,,,,,,
165,C180,H079,,,,,,,
14,C180,X558,Y902,,,,,,
46,C180,H072,Y752,,,,,,
123,C180,H073,,,,,,,
33,C180,L913,,,,,,,
6,C180,H071,Y502,,,,,,
53,C180,H072,,T463,,,,,
6,C180,H069,,,,,,,
140,C180,H072,,,,,,,
9,C180,X739,,,,,,,
12,C180,H071,Y752,,,,,,
11,C180,H062,,,,,,,
521,C180,X724,,,,,,,
22,C180,X352,,X299,,,,,
22,C180,H229,,,,,,,
7,C180,H073,Y502,,,,,,
29,C180,H221,,,,,,,
488,C180,X352,,,,,,,
70,C180 D,,,,,,,,
67,C180 D,X332,,,,,,,
35,C180 D,X339,,,,,,,
9,C1801,,,,,,,,
20,C181,X352,,,,,,,
6,C181,H079,Y752,,,,,,
57,C181,X729,,,,,,,
213,C181,,,,,,,,
60,C181,X724,,,,,,,
67,C182,H073,,,,,,,
113,C182,X352,,,,,,,
73,C182,H079,,,,,,,
65,C182,H072,,,,,,,
25,C182,H072,Y752,,,,,,
11,C182,X352,,X299,,,,,
28,C182,H071,,,,,,,
9,C182,L913,,,,,,,
25,C182,X299,,,,,,,
23,C182,X298,,,,,,,
16,C182,X729,,L913,Y031,,,,
7,C182,H221,Z288,,,,,,
6,C182,H071,Z284,T463,,,,,
956,C182,,,,,,,,
16,C182,H221,,,,,,,
25,C182,H079,Y752,,,,,,
53,C182,H221,Z283,,,,,,
7,C182,X339,,,,,,,
13,C182,X292,,,,,,,
40,C182,H073,Y752,,,,,,
151,C182,X729,,,,,,,
165,C182,X724,,,,,,,
19,C182,H072,,T463,,,,,
10,C182,X558,Y903,,,,,,
13,C182,X332,,,,,,,
22,C182,X729,,X739,,,,,
11,C182,H071,Y752,,,,,,
8,C182,X292,,L913,,,,,
23,C182 D,,,,,,,,
9,C183,H221,,,,,,,
